,Inhibitory neurons,Granule neurons,ENS neurons,Smooth muscle cells,Vascular endothelial cells,Stromal cells,Ciliated epithelial cells,Bronchiolar and alveolar epithelial cells,STC2_TLX1 positive cells,Syncytiotrophoblasts and villous cytotrophoblasts,Excitatory neurons,Erythroblasts
TFORF0131-HMGB4,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.0,0.2857142857142857
TFORF0087-LIN28A,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,0.3333333333333333
TFORF2253-HMGN3,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857
TFORF0494-ZSCAN2,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.2222222222222222
TFORF3162-ZNF253,0.0,0.0,0.2,0.15,0.0,0.15,0.15,0.25,0.05,0.0,0.0,0.05
TFORF2065-NKX2-5,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,0.3333333333333333
TFORF2078-FLI1,0.0,0.0,0.0,0.4090909090909091,0.5,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
TFORF0942-LMO1,0.08333333333333333,0.0,0.08333333333333333,0.25,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.25
TFORF0933-ZNF85,0.1875,0.0,0.0625,0.0625,0.0625,0.0,0.1875,0.0,0.0625,0.0,0.0,0.375
TFORF0655-NR1I3,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.0,0.2857142857142857
TFORF0600-MZF1,0.2,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.0,0.0,0.2
TFORF1967-PPARD,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666
TFORF0211-FOXP3,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.38461538461538464
TFORF2749-NKX6-3,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.0,0.09090909090909091
TFORF2557-ZNF69,0.07692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,0.0,0.23076923076923078
TFORF0187-DMRTC2,0.2777777777777778,0.0,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.0,0.0,0.3333333333333333
TFORF2663-STOX1,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.3
TFORF2480-MXD4,0.16666666666666666,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.0,0.05555555555555555,0.3888888888888889
TFORF2413-ZNF268,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.1
TFORF2393-ZNF394,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.25
TFORF1383-ZNF788,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222
TFORF3409-ZNF621,0.07142857142857142,0.0,0.14285714285714285,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.0,0.0,0.07142857142857142
TFORF0032-GSC2,0.38461538461538464,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0
TFORF1518-FOXD4L5,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
TFORF0046-MAX,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.5
TFORF0740-JDP2,0.1111111111111111,0.0,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.16666666666666666
TFORF2808-ETV7,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.45454545454545453,0.0,0.0,0.18181818181818182
TFORF0609-MAFF,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
TFORF1407-ZNF559,0.2,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.2,0.06666666666666667,0.2,0.0,0.0,0.2
TFORF1947-MIER1,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.08333333333333333
TFORF0867-NR1H2,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.3076923076923077
TFORF0302-CREM,0.1875,0.0,0.0,0.1875,0.0,0.1875,0.1875,0.125,0.0625,0.0,0.0,0.0625
TFORF0075-KCNIP4,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.2
TFORF0639-HOXC6,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.2,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667
TFORF2125-ZNF747,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.0,0.0,0.3333333333333333
TFORF2552-BID,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2727272727272727
TFORF2564-ZNF655,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.23076923076923078
TFORF2121-HOPX,0.1875,0.0,0.0625,0.0,0.0,0.0,0.125,0.1875,0.125,0.0625,0.0,0.25
TFORF1701-E2F5,0.0625,0.0,0.0625,0.0625,0.0,0.1875,0.1875,0.25,0.125,0.0,0.0,0.0625
TFORF0142-FXN,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.3333333333333333
TFORF0946-LMO3,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666
TFORF2550-BID,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,0.2222222222222222
TFORF0877-GLMP,0.1875,0.0,0.0,0.125,0.0,0.0,0.0625,0.125,0.125,0.0,0.0,0.375
TFORF1347-RPA3,0.16666666666666666,0.0,0.0,0.2777777777777778,0.0,0.0,0.05555555555555555,0.3333333333333333,0.05555555555555555,0.0,0.0,0.1111111111111111
TFORF2802-ETV2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.1
TFORF2694-ELF5,0.08333333333333333,0.0,0.0,0.25,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25
TFORF3223-ZMIZ2,0.0,0.0,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.0,0.29411764705882354,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0
TFORF2114-SIRT6,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.42857142857142855
TFORF0380-SMARCA2,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.125,0.0,0.0,0.125
TFORF2217-YAP1,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385
TFORF1821-ZNF138,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091
TFORF2142-ZNF525,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.25,0.25,0.0,0.0,0.16666666666666666
TFORF3447-MYCBP,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.0,0.2222222222222222
TFORF0834-HSFY1,0.2,0.0,0.1,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2
TFORF1637-HOXC12,0.08333333333333333,0.0,0.0,0.25,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25
TFORF0669-ZNF821,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.0,0.0,0.14285714285714285
TFORF0990-KLF8,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333
TFORF3413-ZFP82,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.0,0.0,0.07692307692307693
TFORF3304-MITF,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0,0.23076923076923078
TFORF3258-TAF12,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333
TFORF0505-CDK2,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.2
TFORF0699-BATF2,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.4
TFORF1558-YAF2,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.0,0.0,0.2
TFORF1919-RUNX1,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.3333333333333333
TFORF3091-ZNF260,0.0,0.0,0.0,0.375,0.0,0.0625,0.0,0.0625,0.4375,0.0,0.0,0.0625
TFORF0081-KCNIP2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.4
TFORF0271-TCF7,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,0.0,0.0,0.26666666666666666
TFORF3251-PFDN5,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.0,0.18181818181818182
TFORF0758-OVOL3,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.0,0.0,0.21428571428571427
TFORF0771-MSX2,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285
TFORF0368-NFYC,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.35714285714285715,0.0,0.14285714285714285,0.0,0.0,0.21428571428571427
TFORF0394-ZNF7,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.125,0.125
TFORF1638-BNIP3,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.21428571428571427
TFORF2305-ETV1,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182
TFORF0159-EWSR1,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111
TFORF0949-EMX1,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.4166666666666667
TFORF2313-ETV3,0.26666666666666666,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.2,0.0,0.06666666666666667,0.06666666666666667
TFORF2284-HES2,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.21428571428571427
TFORF0486-ZFP90,0.26666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.0,0.2
TFORF2884-FIGLA,0.0,0.0,0.0,0.1,0.0,0.0,0.55,0.1,0.25,0.0,0.0,0.0
TFORF2100-SOHLH2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111
TFORF0897-ING1,0.125,0.0,0.0,0.25,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.125
TFORF1381-ZNF789,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.1
TFORF0857-VSX1,0.125,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.125,0.125,0.0,0.25
TFORF3363-NR5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666
TFORF0792-TARBP2,0.125,0.0,0.0625,0.0,0.0,0.0625,0.25,0.1875,0.125,0.0,0.0,0.1875
TFORF0234-MNX1,0.3076923076923077,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.0,0.3076923076923077
TFORF3500-BATF3,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.38461538461538464,0.23076923076923078,0.0,0.0,0.0,0.23076923076923078
TFORF0103-LEUTX,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.25
TFORF1997-ZNF248,0.18181818181818182,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.2727272727272727
TFORF2857-ID4,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333
TFORF0082-KCNIP2,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25
TFORF2852-HMGA2,0.16666666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333
TFORF1214-FOXH1,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.0,0.09090909090909091
TFORF1365-ISL1,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.38461538461538464
TFORF3432-NR3C1,0.13636363636363635,0.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.22727272727272727,0.0,0.0,0.045454545454545456
TFORF3519-TCF4,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.0,0.0,0.05555555555555555
TFORF1822-ZNF138,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.38461538461538464,0.07692307692307693,0.0,0.0,0.46153846153846156
TFORF0425-PBX3,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2727272727272727
TFORF2349-HOXD8,0.0,0.0,0.0,0.125,0.125,0.25,0.125,0.125,0.125,0.0,0.0,0.125
TFORF2674-CHURC1,0.125,0.0,0.0,0.25,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.125
TFORF2974-NR1H2,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.3076923076923077,0.07692307692307693,0.0,0.23076923076923078
TFORF0410-CTCFL,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.0,0.0,0.13333333333333333
TFORF0492-ZSCAN2,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.2
TFORF1105-GTF2IRD2,0.23076923076923078,0.0,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.38461538461538464
TFORF0506-CDK2,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,0.16666666666666666
TFORF2394-ZNF396,0.07692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078
TFORF3037-IRF2,0.0,0.0,0.05555555555555555,0.3888888888888889,0.0,0.16666666666666666,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.1111111111111111
TFORF1466-HOXD12,0.07692307692307693,0.0,0.0,0.38461538461538464,0.0,0.0,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693
TFORF2806-ETV7,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.4166666666666667,0.25,0.0,0.0,0.0,0.08333333333333333
TFORF2939-HOXA6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.5
TFORF0077-KCNIP4,0.16666666666666666,0.0,0.0,0.25,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666
TFORF1032-RARG,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727
TFORF1756-ZNF189,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285
TFORF3056-THRB,0.0,0.0,0.08333333333333333,0.25,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.25
TFORF0795-ATF7,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.21428571428571427
TFORF2695-ELF5,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666
TFORF2448-GBX2,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.46153846153846156
TFORF0874-HOXB9,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.0,0.0,0.125
TFORF2122-ZNF563,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.2727272727272727
TFORF2130-PFDN5,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.3
TFORF2470-PDX1,0.38461538461538464,0.0,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693
TFORF3288-HOXA9,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.0,0.0,0.2857142857142857
TFORF0876-GLMP,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.375
TFORF0177-HDGF,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.4
TFORF2515-PDCD2,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111
TFORF1557-YAF2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2
TFORF2464-IRF6,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.0,0.46153846153846156
TFORF2223-YAP1,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.2727272727272727
TFORF2156-RHOXF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.375
TFORF1447-NR5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714
TFORF0818-LHX3,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.15384615384615385
TFORF2960-PGR,0.0,0.0,0.1,0.25,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.05
TFORF0225-ZNF593,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.3333333333333333
TFORF2999-CDK2,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
TFORF2469-IRF8,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091
TFORF3171-PSMB4,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222
TFORF0819-LHX5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.4
TFORF2118-TBPL1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.5
TFORF0184-SHOX2,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182
TFORF0167-SIX1,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0
TFORF0689-HNF4G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
TFORF0648-NR1I3,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.2727272727272727
TFORF1328-TFAP2A,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0
TFORF2965-NR2C2,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.3,0.0,0.0,0.0
TFORF3307-ZNF563,0.0,0.0,0.058823529411764705,0.4117647058823529,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.0,0.0,0.058823529411764705
TFORF0936-SS18,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
TFORF0153-THAP6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5714285714285714
TFORF2703-ESRRA,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.4
TFORF3204-LITAF,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1111111111111111
TFORF0692-HNF4A,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
TFORF1170-MLX,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222
TFORF1449-DLX4,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.3076923076923077
TFORF0615-ZSCAN26,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.0,0.0,0.23076923076923078
TFORF0252-CAMTA1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.2
TFORF2244-TCF15,0.0,0.0,0.0,0.4166666666666667,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333
TFORF1476-VAX1,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2
TFORF1929-XRCC4,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
TFORF1551-TAZ,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.3
TFORF0882-HOXB1,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.2
TFORF0373-NFYA,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.2
TFORF0240-MYCL,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
TFORF3229-MAX,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
TFORF0846-YBX1,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.09090909090909091,0.2727272727272727
TFORF3116-HEYL,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.45454545454545453
