,TF,batch,louvain,n_counts,n_genes,percent_mito,dpt_pseudotime,discrete_time,split,cell_type,Cluster Enriched TFs_colors,highlight_celltype,Depth_from_root,Cluster Enriched TFs,velocity_self_transition,condition,condition_counts,clusters_gradients,terminal_states,terminal_states_probs,member_12-1_absorption,member_11-1_absorption,member_11-0_absorption,member_7-1_absorption,member_12-0_absorption,member_10_absorption,member_5_absorption,member_15_absorption,member_14_absorption
"R1.95,R2.39,R3.71,P1.39-2-2-0",TFORF0428-PBX1,0,6,5441.0,3213,0.023525087,0.036550123,0.036550123,test,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0428-PBX1,19,15,,0.7098112888778312,0.06131171853885159,0.08493526414993392,0.10422180491476528,0.07741051328073927,0.10071394631972415,0.14957925321708052,0.13273904539582634,0.15775467271941201,0.1313343144018732
"R1.07,R2.87,R3.95,P1.47-3-2-0",TFORF0428-PBX1,0,8-0,4520.0,2841,0.028539823,0.042146422,0.042146422,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF0428-PBX1,19,15,,0.6039373996173922,0.061497401746142384,0.08445399219346109,0.10400948707119347,0.0768958353856606,0.10084088647995666,0.1483237650282662,0.13329893854545946,0.15526242684353012,0.13541754412365428
"R1.73,R2.21,R3.30,P1.55-0-3-0",TFORF0428-PBX1,0,3,2222.0,1623,0.01890189,0.07848451,0.07848451,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF0428-PBX1,19,14,,0.7426591390973168,0.06078331571627433,0.08304677736619386,0.1032166420629533,0.07536139982193035,0.09987223099127723,0.14583420088430465,0.13056865830526643,0.1519263088952883,0.1493916378788236
"R1.60,R2.40,R3.64,P1.63-1-3-0",TFORF0428-PBX1,0,5,8031.0,4122,0.024529947,0.07937959,0.07937959,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,6.0,others,0.0,TFORF0428-PBX1,19,15,,0.44449186074681396,0.059990001396885866,0.08249009269049952,0.09972065762472013,0.0747338851562663,0.0977665457181866,0.13908474587577654,0.17743332044827323,0.14822333508647817,0.12055823819447646
"R1.59,R2.24,R3.51,P1.08-2-3-0",TFORF0428-PBX1,0,15,5810.0,3403,0.016695352,0.08032135,0.08032135,train,ENS neurons,others,ENS neurons,9.0,others,0.0,TFORF0428-PBX1,19,15,15,0.9780470445539168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"R1.17,R2.34,R3.43,P1.24-0-4-0",TFORF0428-PBX1,0,8-1,4472.0,2825,0.02415027,0.06440896,0.06440896,train,Intestinal epithelial cells,others,intestinal epithelial,8.0,others,0.0,TFORF0428-PBX1,19,15,,0.7353670660674156,0.06145844943123813,0.08431595393011629,0.10402411256413288,0.07696620072813821,0.10079537379888522,0.14899583670661723,0.1330721474554585,0.15557052847773822,0.13479877174937685
"R1.32,R2.21,R3.15,P1.24-0-4-0",TFORF0428-PBX1,0,2,4542.0,2797,0.020915896,0.040317934,0.040317934,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF0428-PBX1,19,15,,0.6334602785572447,0.06142836576844091,0.08436876815910294,0.10388142299468431,0.0770322489822242,0.10075959405480679,0.14993839466312758,0.13301490024983725,0.15582627745108613,0.13375007591406218
"R1.84,R2.52,R3.54,P1.48-3-4-0",TFORF0428-PBX1,0,3,1796.0,1337,0.029510023,0.08790446,0.08790446,train,Intestinal epithelial cells,others,intestinal epithelial,15.0,others,0.0,TFORF0428-PBX1,19,14,,0.6753476759096028,0.06090702651442863,0.0833051000382889,0.10335802393846648,0.07569084391937471,0.100028490632305,0.1465525266906732,0.13111565836675138,0.15267585356420363,0.1463674205058306
"R1.42,R2.29,R3.49,P1.39-2-2-0",TFORF1703-E2F3,0,6,5321.0,3148,0.0249953,0.03158316,0.03158316,train,Ciliated epithelial cells,others,ciliated epithelial,10.0,others,0.0,TFORF1703-E2F3,2,15,,0.6766587866140065,0.061410375670601126,0.084824834146138,0.1041530981760829,0.07726683682354164,0.10076749996197792,0.14922298734890324,0.13298142959214249,0.15685898007365995,0.13251435289795405
"R1.55,R2.52,R3.69,P1.47-3-2-0",TFORF1703-E2F3,0,8-0,3853.0,2546,0.025434727,0.04565195,0.04565195,train,Erythroblasts,others,others,8.0,others,0.0,TFORF1703-E2F3,2,15,,0.6011470050786527,0.061475950364216644,0.08430976395896368,0.10398645504209902,0.07674970763220036,0.10079274097912976,0.14830437274958083,0.132947166347823,0.154981625690934,0.13645242865604637
"R1.45,R2.02,R3.94,P1.46-0-0",TFORF0369-NFYC,0,2,3330.0,2416,0.014114114,0.041411135,0.041411135,train,Squamous epithelial cells,others,squamous epithelial,15.0,others,0.0,TFORF0369-NFYC,19,15,,0.5914198289900106,0.061176067454413584,0.08380752813252135,0.10344568771790255,0.07666792042047282,0.1005354569207436,0.15437873807723862,0.13203322122937133,0.15399112972944892,0.13396444421436854
"R1.62,R2.01,R3.93,P1.22-0-0",TFORF0369-NFYC,0,4,3002.0,2094,0.01832112,0.032769814,0.032769814,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF0369-NFYC,19,15,,0.6463427298267903,0.06084467941749911,0.08359438397835754,0.10344220250167742,0.07701679678391388,0.10017323059937316,0.15362368656824227,0.13156323123186478,0.15642947360485615,0.13331258819089928
"R1.48,R2.51,R3.74,P1.07-2-1-0",TFORF0369-NFYC,0,0,3745.0,2514,0.02082777,0.043631554,0.043631554,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF0369-NFYC,19,15,,0.5593542198250661,0.06150745677992124,0.08434139092275124,0.10420922700858921,0.07723690544375152,0.10090749316964776,0.1462290149126766,0.13348470297116732,0.15407433971797446,0.13800997112825147
"R1.03,R2.05,R3.22,P1.15-3-1-0",TFORF0369-NFYC,0,4,2593.0,1860,0.026224451,0.03996351,0.03996351,train,Intestinal epithelial cells,others,intestinal epithelial,7.0,others,0.0,TFORF0369-NFYC,19,15,,0.6403007467454804,0.060911381641030195,0.08365588607107122,0.10342533770916987,0.07702904768048521,0.10020454987884614,0.15327255295815786,0.13187819432392525,0.15644551863369754,0.1331777409471568
"R1.49,R2.60,R3.61,P1.39-2-2-0",TFORF0369-NFYC,0,13,4518.0,2854,0.020805666,0.048774466,0.048774466,test,Ciliated epithelial cells,others,ciliated epithelial,10.0,others,0.0,TFORF0369-NFYC,19,15,,0.7206469856085045,0.06357697175495317,0.0836363944689028,0.10417189706324409,0.07925613159500719,0.11153104665746341,0.14793533427971634,0.12940207833201256,0.16027351939182335,0.12021649739079436
"R1.05,R2.21,R3.71,P1.47-3-2-0",TFORF0369-NFYC,0,5,9249.0,4578,0.021948319,0.16297741,0.16297741,train,Smooth muscle cells,others,smooth muscle,9.0,others,0.0,TFORF0369-NFYC,19,5,,0.6907250640313667,0.050315744486317794,0.06962831055895861,0.0838441624248031,0.06431826852344175,0.08322045411709658,0.11794304110032598,0.30484367392491935,0.1256518390485134,0.10023548941529804
"R1.40,R2.23,R3.87,P1.47-3-2-0",TFORF0369-NFYC,0,4,4757.0,2904,0.023123818,0.027004426,0.027004426,train,Inhibitory neurons,others,others,23.0,others,0.0,TFORF0369-NFYC,19,15,,0.651831572290171,0.0608194234498683,0.08366619764066469,0.10366832805823938,0.07718654137843495,0.10020732758342867,0.15431974080248145,0.13168292395477735,0.1572487209310374,0.13120102985176155
"R1.80,R2.08,R3.79,P1.47-3-2-0",TFORF0369-NFYC,0,5,4115.0,2648,0.022843257,0.055466663,0.055466663,train,Erythroblasts,others,others,9.0,others,0.0,TFORF0369-NFYC,19,15,,0.5148490870168776,0.06129223943236378,0.08336146554833714,0.10169024617012519,0.0756359779285829,0.0990184981640816,0.14341612903192968,0.15623954680043545,0.151455566591201,0.12789093232828794
"R1.35,R2.73,R3.49,P1.55-0-3-0",TFORF0369-NFYC,0,6,4299.0,2717,0.027913468,0.032065827,0.032065827,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF0369-NFYC,19,15,,0.6633711544177421,0.061359692407782884,0.0844762664167123,0.10399682210032415,0.07734154224654449,0.10070506245827136,0.14919130089696167,0.13416543816526547,0.15737691594859735,0.1313873451454015
"R1.72,R2.32,R3.54,P1.55-0-3-0",TFORF0369-NFYC,0,2,4328.0,2724,0.024029575,0.038212474,0.038212474,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0369-NFYC,19,15,,0.6368089397931304,0.0614483365683317,0.08448666035728082,0.10405248427038542,0.07719293758088355,0.10083784710530737,0.14896409026473,0.13330695321406943,0.1564530902230481,0.13325771402712758
"R1.78,R2.08,R3.78,P1.63-1-3-0",TFORF0369-NFYC,0,0,4529.0,2848,0.026275115,0.047928277,0.047928277,train,Squamous epithelial cells,others,squamous epithelial,4.0,others,0.0,TFORF0369-NFYC,19,15,,0.5382386860864107,0.061566079079488994,0.08407289723785244,0.10421063430195726,0.07636473097098798,0.10087988581704489,0.14584458433211045,0.1327527976321668,0.15312267832658472,0.1411862773264453
"R1.02,R2.06,R3.70,P1.08-2-3-0",TFORF0369-NFYC,0,2,5905.0,3416,0.019136325,0.03851201,0.03851201,val,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF0369-NFYC,19,15,,0.6189411044718418,0.061654513596215786,0.08452301691725801,0.1048456477553035,0.07693799330586627,0.10086630045254441,0.14848699530724963,0.1335151767290511,0.15556438924229915,0.13360612729058222
"R1.32,R2.16,R3.30,P1.08-2-3-0",TFORF0369-NFYC,0,0,10371.0,4845,0.020441616,0.042042643,0.042042643,val,ENS neurons,others,ENS neurons,9.0,others,0.0,TFORF0369-NFYC,19,15,,0.5818982135308133,0.06123643014925191,0.08381764110381511,0.10371828129056684,0.07660891483894396,0.10047538740223685,0.1480606247099757,0.13203741774695857,0.15527349703253857,0.1387722241939594
"R1.96,R2.15,R3.16,P1.08-2-3-0",TFORF0369-NFYC,0,5,5663.0,3259,0.024898464,0.10875424,0.10875424,train,STC2_TLX1 positive cells,others,others,5.0,others,0.0,TFORF0369-NFYC,19,5,,0.4569053924154613,0.0581380355976833,0.08119314870234658,0.09796642386068741,0.07424674367701115,0.0960005575749497,0.1355022203324198,0.19402412932058716,0.14572395606951635,0.11720573799791467
"R1.49,R2.85,R3.91,P1.40-2-4-0",TFORF0369-NFYC,0,4,2159.0,1624,0.016674386,0.025819182,0.025819182,train,Inhibitory neurons,others,others,9.0,others,0.0,TFORF0369-NFYC,19,15,,0.6533403219035117,0.06108062624680442,0.08388936191282356,0.1038265169574648,0.07743579261084627,0.10055672643666086,0.1519736586962263,0.1324827229861465,0.1578024907214259,0.13095234059616373
"R1.61,R2.55,R3.77,P1.40-2-4-0",TFORF0369-NFYC,0,3,3096.0,2159,0.030684754,0.059506495,0.059506495,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0369-NFYC,19,14,,0.592425651069379,0.0611689931361253,0.08364074662885006,0.10366385606449631,0.07597933833893099,0.10035445440371728,0.14670430047423763,0.13172299226414394,0.15315339745037432,0.14361262310209064
"R1.82,R2.51,R3.15,P1.40-2-4-0",TFORF0369-NFYC,0,1,3034.0,2100,0.018457482,0.030175533,0.030175533,train,Inhibitory neurons,others,others,23.0,others,0.0,TFORF0369-NFYC,19,15,,0.7096342438121248,0.06106311352450975,0.08446544394702946,0.10447560939307803,0.0780737146765453,0.10086998807580613,0.14947157193254337,0.13216414059005852,0.1618099622922533,0.12760668059258726
"R1.49,R2.19,R3.14,P1.48-3-4-0",TFORF0369-NFYC,0,13,2120.0,1635,0.02264151,0.022268206,0.022268206,train,Squamous epithelial cells,others,squamous epithelial,9.0,others,0.0,TFORF0369-NFYC,19,15,,0.6474555658813852,0.06217268039019448,0.08432133152206522,0.10417199338396325,0.07820506988932327,0.10191248854470002,0.1501607734979469,0.13240024149337656,0.15941527761310162,0.12724029995622052
"R1.49,R2.78,R3.48,P1.48-3-4-0",TFORF0369-NFYC,0,2,2663.0,1959,0.02140443,0.039990693,0.039990693,train,Ciliated epithelial cells,others,ciliated epithelial,9.0,others,0.0,TFORF0369-NFYC,19,15,,0.632504797057162,0.06144121869860028,0.08441746452601959,0.10401419306292992,0.07708950399813433,0.10079120655607116,0.1491123929879876,0.13323755548811375,0.15597178798683675,0.13392476434470493
"R1.84,R2.40,R3.55,P1.55-0-3-0",TFORF2190-ZNF410,0,3,4367.0,2801,0.029081749,0.055289846,0.055289846,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF2190-ZNF410,1,14,,0.55550808574694,0.06120658374473222,0.08375226476522177,0.10373760079582287,0.0760527132670745,0.10041317963113294,0.146907711309922,0.1318543677061076,0.15328780716617674,0.14278837927030977
"R1.02,R2.27,R3.57,P1.40-2-4-0",TFORF1602-ZNF256,0,3,3054.0,2166,0.026195154,0.054369625,0.054369625,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF1602-ZNF256,2,15,,0.5416323944212937,0.06128507747077474,0.08386005416500089,0.10380293546639568,0.07620046920927448,0.10049732597998585,0.1470062360896357,0.13210416000592703,0.15361018182375616,0.14163410310467703
"R1.63,R2.77,R3.10,P1.40-2-4-0",TFORF1602-ZNF256,0,7-1,7443.0,3773,0.012629316,0.33322874,0.33322874,train,Smooth muscle cells,others,smooth muscle,8.0,others,0.0,TFORF1602-ZNF256,2,7-1,,0.7486848338868851,0.051381807696637354,0.06973892003569442,0.0837449971919245,0.24111379805974,0.08964165921452383,0.11730516434524492,0.11716707766053996,0.1362312460317109,0.09367758513698597
"R1.87,R2.77,R3.05,P1.38-2-1",TFORF0472-ZNF221,1,7-0,2338.0,1725,0.012403764,0.042086605,0.042086605,train,Smooth muscle cells,others,smooth muscle,8.0,others,0.0,TFORF0472-ZNF221,2,15,,0.6071454609741832,0.062127781434383966,0.0845878274666655,0.10037243629825994,0.0880560811915536,0.11051039095592757,0.14682843045638236,0.13301524412940854,0.16054199612851866,0.11395958394091267
"R1.28,R2.76,R3.80,P1.62-3-1",TFORF0472-ZNF221,1,1,1575.0,1276,0.022857143,0.026677873,0.026677873,test,Erythroblasts,others,others,4.0,others,0.0,TFORF0472-ZNF221,2,15,,0.6910138176077387,0.06110309751919657,0.08444149938646837,0.10456791048461965,0.07822056523676599,0.10106735842093391,0.1489428406742045,0.1323894643105958,0.16204457152042107,0.12722291921829282
"R1.49,R2.21,R3.26,P1.22-0-0",TFORF1242-LBX1,0,0,2098.0,1573,0.02812202,0.041711994,0.041711994,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF1242-LBX1,2,15,,0.5746242523229419,0.06144040207397468,0.08407466032910228,0.10387803260243313,0.0764698946519514,0.10065903712747647,0.1476362507229665,0.13252416335337236,0.15432841027450372,0.13898953378247647
"R1.74,R2.54,R3.30,P1.07-2-1-0",TFORF1242-LBX1,0,1,3699.0,2448,0.020005407,0.029262066,0.029262066,train,Erythroblasts,others,others,8.0,others,0.0,TFORF1242-LBX1,2,15,,0.7063369176213007,0.06091937651382604,0.08445259680338704,0.1043964788180472,0.07831766981888964,0.10077634676629733,0.1483945073578925,0.13232617403064198,0.16442451782584055,0.12599256291230637
"R1.19,R2.57,R3.44,P1.39-2-2-0",TFORF2330-CIZ1,0,8-1,2573.0,1875,0.0279829,0.059436765,0.059436765,test,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF2330-CIZ1,1,15,,0.7124873047827112,0.061482550019832674,0.0843643863087633,0.10406190604369589,0.07696305048880957,0.10080515170758939,0.14889795186017957,0.1331943776878077,0.15559857560038776,0.134629963015918
"R1.34,R2.27,R3.17,P1.48-3-4-0",TFORF2599-RORA,0,2,4382.0,2725,0.023961661,0.03134775,0.03134775,train,Squamous epithelial cells,others,squamous epithelial,9.0,others,0.0,TFORF2599-RORA,1,15,,0.6442968121050385,0.061301090203758915,0.08421388467210507,0.10403022426951611,0.07758605550524963,0.10072041337493855,0.1503174231441338,0.13269163589944197,0.15657660383222885,0.1325627427418797
"R1.42,R2.46,R3.36,P1.30-0-0",TFORF2239-GATA5,0,0,2616.0,1947,0.024464833,0.037228167,0.037228167,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,23.0,others,0.0,TFORF2239-GATA5,1,15,,0.5842596607769222,0.061544760572612434,0.0841370503700452,0.10400522223141494,0.07642489763106868,0.10074632309703246,0.14703802203539204,0.1328875598744636,0.15404777941332837,0.13916846659605014
"R1.43,R2.26,R3.69,P1.23-0-2-0",TFORF3155-HLX,0,2,4855.0,2946,0.021215241,0.039592743,0.039592743,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF3155-HLX,18,15,,0.6398047316901248,0.06137508046519421,0.08445628714396654,0.10395169740827961,0.07731487503149218,0.10073486163833034,0.14962195196787678,0.13302635129951296,0.15669817371762915,0.13282077919411192
"R1.13,R2.17,R3.40,P1.22-0-1",TFORF3155-HLX,1,15,4395.0,2808,0.016382253,0.05101864,0.05101864,train,ENS neurons,others,ENS neurons,7.0,others,0.0,TFORF3155-HLX,18,15,,0.8809835955285742,0.037001865911837975,0.05142414891109606,0.06377772155458783,0.05162113484714506,0.061939841678542704,0.08846832934862432,0.0821340227271449,0.48948542687485297,0.07414760950644554
"R1.19,R2.10,R3.57,P1.22-0-1",TFORF3155-HLX,1,13,1475.0,1217,0.020338982,0.018579837,0.018579837,train,Ciliated epithelial cells,others,ciliated epithelial,8.0,others,0.0,TFORF3155-HLX,18,15,,0.6732326630758576,0.06171918777724142,0.08385223443260387,0.10440888065436864,0.08107389612235888,0.104416846079388,0.14822100456314075,0.13111745820447895,0.16018199760335708,0.12500860391547836
"R1.19,R2.54,R3.63,P1.22-0-1",TFORF3155-HLX,1,4,1286.0,1068,0.019440124,0.036696665,0.036696665,train,Squamous epithelial cells,others,squamous epithelial,3.0,others,0.0,TFORF3155-HLX,18,15,,0.6009344213147579,0.0614746276608219,0.0841551317926249,0.1039098252069036,0.07671030853866762,0.10070293228292,0.14848695744923227,0.13264344843655546,0.1550722883631971,0.13684478015140875
"R1.23,R2.81,R3.46,P1.22-0-1",TFORF3155-HLX,1,1,5682.0,3398,0.018831396,0.020979073,0.020979073,train,STC2_TLX1 positive cells,others,others,5.0,others,0.0,TFORF3155-HLX,18,15,,0.6515515237575572,0.05998715446690199,0.08571915001573363,0.10830992228430653,0.08070747476393335,0.10071389019328247,0.14320217608755667,0.1325050761736677,0.16847458768209864,0.12038080558254215
"R1.28,R2.42,R3.36,P1.22-0-1",TFORF3155-HLX,1,5,3789.0,2572,0.017682767,0.24809916,0.24809916,train,Smooth muscle cells,others,smooth muscle,9.0,others,0.0,TFORF3155-HLX,18,5,5,0.9737706018121055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"R1.49,R2.10,R3.44,P1.22-0-1",TFORF3155-HLX,1,5,5770.0,3355,0.016984401,0.098617874,0.098617874,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,3.0,others,0.0,TFORF3155-HLX,18,5,,0.42315956436328284,0.05931080960521764,0.08177933507877906,0.09892747990603919,0.07431942146243353,0.09676828805911934,0.1384705945232133,0.18298796923038096,0.14761996023703045,0.11981705139556144
"R1.81,R2.68,R3.33,P1.22-0-1",TFORF3155-HLX,1,5,2716.0,1958,0.02503682,0.0878328,0.0878328,train,Squamous epithelial cells,others,squamous epithelial,12.0,others,0.0,TFORF3155-HLX,18,15,,0.4476765553762072,0.059630752912911186,0.08221020252451457,0.09961950737273668,0.0746628971692622,0.09740600866824328,0.14007654898932106,0.17616200847864708,0.1487107587752993,0.12152215466049926
"R1.51,R2.60,R3.80,P1.30-1-1",TFORF3155-HLX,1,7-0,1947.0,1529,0.017976373,0.009347579,0.009347579,train,STC2_TLX1 positive cells,others,others,5.0,others,0.0,TFORF3155-HLX,18,15,,0.5880228820148671,0.06002856012971763,0.08268604890245371,0.10033234967045683,0.09903778548832323,0.10060217476901862,0.1402200670757282,0.13144513454027631,0.1656165159851998,0.12003166527543348
"R1.63,R2.16,R3.57,P1.30-1-1",TFORF3155-HLX,1,0,4503.0,2868,0.019542526,0.011725842,0.011725842,test,STC2_TLX1 positive cells,others,others,4.0,others,0.0,TFORF3155-HLX,18,15,,0.5984429444285645,0.06040816015921343,0.08295749489689772,0.10239320750496306,0.09975541154723047,0.10069804386105886,0.14184466425504536,0.13162263284778009,0.15866156952290655,0.1216591249294755
"R1.75,R2.03,R3.50,P1.30-1-1",TFORF3155-HLX,1,7-0,1538.0,1240,0.014304291,0.0478779,0.0478779,train,STC2_TLX1 positive cells,others,others,4.0,others,0.0,TFORF3155-HLX,18,15,,0.5601467610844205,0.06042891133973604,0.0818556457297707,0.09727139594382332,0.10391333310204048,0.10655907737175488,0.13624041556371821,0.135714529442367,0.16739197373234946,0.11062493623761364
"R1.81,R2.49,R3.57,P1.30-1-1",TFORF3155-HLX,1,0,2647.0,1916,0.0245561,0.024641382,0.024641382,train,Squamous epithelial cells,others,squamous epithelial,2.0,others,0.0,TFORF3155-HLX,18,15,,0.5793028845587298,0.0638383991061854,0.08428069174331887,0.1039212562184107,0.07770434687076808,0.10151271907044261,0.14611336883118475,0.1343514141165911,0.15515194794639503,0.13312623496397533
"R1.55,R2.50,R3.17,P1.38-2-1",TFORF3155-HLX,1,7-0,1881.0,1428,0.01754386,0.043139417,0.043139417,train,Smooth muscle cells,others,smooth muscle,6.0,others,0.0,TFORF3155-HLX,18,15,,0.5532555527539069,0.06396206028860352,0.08624011970827054,0.0983779439177481,0.09136561317746601,0.11886622321765584,0.14159654138295732,0.13577823755200946,0.15336553151298274,0.11044745780854294
"R1.20,R2.77,R3.83,P1.62-3-1",TFORF3155-HLX,1,1,5413.0,3224,0.02087567,0.035677772,0.035677772,train,Metanephric cells,others,metanephric,4.0,others,0.0,TFORF3155-HLX,18,15,,0.7215878857369965,0.061085381161257495,0.08441249186165893,0.10432326160891482,0.07896135765917944,0.10217032379347052,0.14763219236923375,0.1317465765750077,0.16633504881107106,0.12333348748614714
"R1.24,R2.64,R3.31,P1.62-3-1",TFORF3155-HLX,1,5,2800.0,2003,0.015714286,0.12928359,0.12928359,train,Smooth muscle cells,others,smooth muscle,4.0,others,0.0,TFORF3155-HLX,18,5,,0.5854235076571017,0.054142450293314055,0.07505428826507664,0.09046177680648587,0.06887993899660651,0.08927290100685098,0.1268912223241639,0.251273197946359,0.13563260267492516,0.10839259173279614
"R1.52,R2.28,R3.35,P1.62-3-1",TFORF3155-HLX,1,11-0,2848.0,2059,0.017907303,0.11593103,0.11593103,train,Ciliated epithelial cells,others,ciliated epithelial,10.0,others,0.0,TFORF3155-HLX,18,15,,0.4091583837585261,0.05724431764047494,0.09082260376923787,0.19251378791980267,0.06796143082817059,0.09972991523938995,0.12699047988410997,0.11601094898774938,0.1357728232056272,0.11295402786064328
"R1.66,R2.75,R3.54,P1.62-3-1",TFORF3155-HLX,1,0,1554.0,1250,0.019305019,0.034604337,0.034604337,train,Squamous epithelial cells,others,squamous epithelial,4.0,others,0.0,TFORF3155-HLX,18,15,,0.5660800832230383,0.06006760561672695,0.08223674629370964,0.10130628895753484,0.07502257698575861,0.09844068364633238,0.15135515212263898,0.1303333351427689,0.1507001320979636,0.15053777953712055
"R1.95,R2.71,R3.09,P1.62-3-1",TFORF3155-HLX,1,5,3869.0,2520,0.018350994,0.075593725,0.075593725,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF3155-HLX,18,15,,0.4464851253553716,0.05977146901607922,0.08222127777469551,0.09961459950612717,0.0745528669433325,0.09732800301777601,0.1398977670109583,0.1762101528407367,0.14856970005097644,0.12183501975104198
"R1.89,R2.61,R3.72,P1.30-1-1",TFORF1355-ILF3,1,5,1399.0,1124,0.017869906,0.23577724,0.23577724,train,Stromal cells,others,stromal,8.0,others,0.0,TFORF1355-ILF3,2,5,,0.911340443993697,0.021852129406099506,0.02999371322073775,0.03598194368026138,0.029766135528996207,0.03666254800545563,0.05158339572996401,0.6968219838502895,0.054907889651883396,0.04243066596801872
"R1.86,R2.39,R3.32,P1.62-3-1",TFORF1355-ILF3,1,13,3160.0,2243,0.017088607,0.042728942,0.042728942,train,Ciliated epithelial cells,others,ciliated epithelial,7.0,others,0.0,TFORF1355-ILF3,2,15,,0.7239151065743944,0.06247378718359011,0.08359295578727753,0.10410089394521702,0.07937298703307892,0.10749789393579379,0.14703896389810414,0.1299900677485587,0.16561871345281826,0.12031365737162245
"R1.26,R2.91,R3.19,P1.22-0-0",TFORF1195-ZNF576,0,0,7118.0,3863,0.028800225,0.045146517,0.045146517,test,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF1195-ZNF576,6,15,,0.5732326290335656,0.061658314609469696,0.08401786013576411,0.10390587303495825,0.07641680261279696,0.10065624728474215,0.14860244535088712,0.1326211621787878,0.1543410452078378,0.13778064890226097
"R1.57,R2.89,R3.92,P1.30-0-0",TFORF1195-ZNF576,0,2,1975.0,1486,0.019240506,0.05643252,0.05643252,train,Squamous epithelial cells,others,squamous epithelial,9.0,others,0.0,TFORF1195-ZNF576,6,15,,0.6596358961934949,0.061324768196751575,0.08421832236719791,0.10392344406966993,0.07697015971470526,0.10066856984162377,0.14960433693096664,0.132663555773403,0.15587555885885082,0.13475105434809576
"R1.28,R2.82,R3.77,P1.07-2-1-0",TFORF1195-ZNF576,0,1,4241.0,2737,0.016033955,0.03823124,0.03823124,train,Retinal progenitors and Muller glia,others,others,8.0,others,0.0,TFORF1195-ZNF576,6,15,,0.7318139043587133,0.06075561099688882,0.08439035592227417,0.10432737680498134,0.07874501903871027,0.1010998355044599,0.14841823835204562,0.13170246199941818,0.16608557551057393,0.12447572038306232
"R1.37,R2.52,R3.77,P1.07-2-1-0",TFORF1195-ZNF576,0,3,6340.0,3570,0.019242901,0.05536437,0.05536437,train,Erythroblasts,others,others,5.0,others,0.0,TFORF1195-ZNF576,6,14,,0.5413271883082545,0.061273343388379344,0.08388525503902425,0.10381631157018138,0.07624621069550162,0.10053048625269313,0.14715911126359785,0.13208130522662057,0.1537404869411182,0.14126806738416786
"R1.22,R2.96,R3.23,P1.24-0-4-0",TFORF1195-ZNF576,0,1,6099.0,3558,0.02262666,0.021733597,0.021733597,train,Erythroblasts,others,others,4.0,others,0.0,TFORF1195-ZNF576,6,15,,0.6491943022039531,0.06127052210635701,0.0845383993591494,0.10397422476716568,0.07846585015585841,0.10077758553888899,0.1491903119553051,0.13315705900056454,0.16089076329277302,0.1277355170166967
"R1.49,R2.27,R3.75,P1.48-3-4-0",TFORF1195-ZNF576,0,4,2669.0,1985,0.02435369,0.042717505,0.042717505,val,Erythroblasts,others,others,6.0,others,0.0,TFORF1195-ZNF576,6,15,,0.5926581406644655,0.061292217251802686,0.0840963643765076,0.10382841500086273,0.07677907424175412,0.1006090412896626,0.14888487193593355,0.1325962641256607,0.1552138981328118,0.13670019361496077
"R1.70,R2.53,R3.80,P1.63-1-3-0",TFORF1830-ZNF717,0,7-1,4016.0,2577,0.020667331,0.33856317,0.33856317,train,Stromal cells,others,stromal,23.0,others,0.0,TFORF1830-ZNF717,31,7-1,,0.8133885516159162,0.05037196199852831,0.0684527144660806,0.08260589733120487,0.2547325988777456,0.08725512546310539,0.11568266654034447,0.11414419301164416,0.13423294056557866,0.0925244246597534
"R1.25,R2.55,R3.47,P1.48-3-4-0",TFORF1830-ZNF717,0,12-1,2000.0,1564,0.0235,0.2424259,0.2424259,train,Smooth muscle cells,others,smooth muscle,9.0,others,0.0,TFORF1830-ZNF717,31,12-1,,0.5003497428886263,0.43838802633970697,0.04876820814358047,0.05816386364362962,0.041510594599859285,0.13474883630101114,0.07258290291733324,0.06933802498485832,0.07617639526583009,0.06032298948055489
