,TF,batch,louvain,n_counts,n_genes,percent_mito,dpt_pseudotime,discrete_time,split,cell_type,Cluster Enriched TFs_colors,highlight_celltype,Depth_from_root,Cluster Enriched TFs,velocity_self_transition,condition,condition_counts,clusters_gradients,terminal_states,terminal_states_probs,member_12-1_absorption,member_11-1_absorption,member_11-0_absorption,member_7-1_absorption,member_12-0_absorption,member_10_absorption,member_5_absorption,member_15_absorption,member_14_absorption
"R1.70,R2.92,R3.76,P1.07-2-1-0",TFORF1984-ZNF534,0,1,3242.0,2292,0.016039481,0.027383704,0.027383704,train,Ciliated epithelial cells,others,ciliated epithelial,8.0,others,0.0,TFORF1984-ZNF534,37,15,,0.7065279814348422,0.060934769510962376,0.0846598236199918,0.10426941614289806,0.07853376266010254,0.10141476155055057,0.14793526254633182,0.13197891562871353,0.1655180900752737,0.1247553856342323
"R1.38,R2.79,R3.60,P1.39-2-2-0",TFORF1984-ZNF534,0,0,3906.0,2589,0.028673835,0.063255124,0.063255124,train,Squamous epithelial cells,others,squamous epithelial,4.0,others,0.0,TFORF1984-ZNF534,37,14,,0.5570054942985553,0.061543594009291,0.08395999322859478,0.10428035502860461,0.07609444746619289,0.10097334130217454,0.14579891961019897,0.13215592032570408,0.1527722635023342,0.14242179813552874
"R1.13,R2.21,R3.35,P1.15-3-1-0",TFORF1984-ZNF534,0,8-1,6274.0,3495,0.018489001,0.055488475,0.055488475,train,Ciliated epithelial cells,others,ciliated epithelial,7.0,others,0.0,TFORF1984-ZNF534,37,15,,0.710452682255129,0.06148021010517927,0.08434228284577547,0.10402424903586337,0.07696545398622374,0.1007949573829271,0.14889198046444796,0.13317961718764268,0.15554560096450476,0.13477359774222342
"R1.24,R2.86,R3.25,P1.48-3-4-0",TFORF1984-ZNF534,0,7-0,2123.0,1607,0.0146019785,0.021857541,0.021857541,train,STC2_TLX1 positive cells,others,others,7.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6474154282477441,0.06096580731794757,0.08676087340227157,0.10435309805681252,0.08231405386227905,0.10301938900420302,0.1467516582453446,0.13216692029683091,0.1627053806694917,0.12096291286185276
"R1.15,R2.84,R3.43,P1.63-1-3-0",TFORF1984-ZNF534,0,4,2145.0,1626,0.023776224,0.02818148,0.02818148,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6339255959298733,0.06107500182563128,0.083563102745239,0.10342090604923693,0.07696646774906964,0.10042325892769244,0.1534598113398094,0.1316073076024326,0.1559362806578193,0.1335480893195818
"R1.32,R2.23,R3.95,P1.16-3-3-0",TFORF1984-ZNF534,0,1,2801.0,1991,0.02142092,0.032167457,0.032167457,val,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1984-ZNF534,37,15,,0.7025967215903093,0.06115069893480216,0.08461302684001924,0.10496276370262735,0.07784054224576019,0.10076542822982316,0.14909349017556234,0.13239708705841452,0.16036323925127077,0.12881407019849409
"R1.43,R2.53,R3.60,P1.47-3-2-0",TFORF1984-ZNF534,0,4,3317.0,2243,0.021103406,0.03026752,0.03026752,train,Ciliated epithelial cells,others,ciliated epithelial,10.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6460535974022694,0.06095782737811455,0.08379515960262202,0.10352807876528584,0.07701380909362572,0.10026708102667874,0.15349544431407472,0.13186655321513244,0.1564111083990313,0.13266521853343888
"R1.13,R2.44,R3.39,P1.38-0-0",TFORF1984-ZNF534,0,4,3375.0,2226,0.023703704,0.029663857,0.029663857,train,Intestinal epithelial cells,others,intestinal epithelial,7.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6513426203034401,0.060973287992434996,0.08384493024572194,0.10391289848851804,0.07729111871403949,0.10043257342196393,0.1526128406715082,0.13205384363533976,0.1571748000863625,0.13170393435623334
"R1.69,R2.70,R3.40,P1.54-0-1-0",TFORF1984-ZNF534,0,2,4776.0,3034,0.022403685,0.041548565,0.041548565,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6296563285267432,0.06146860032282802,0.08444639029703316,0.1040333946101295,0.07706755430591535,0.10083340652444435,0.14903208485143463,0.13310674168002046,0.15594871894022877,0.13406321716592146
"R1.16,R2.05,R3.40,P1.63-1-3-0",TFORF1984-ZNF534,0,1,2171.0,1637,0.021188393,0.026786117,0.026786117,train,Metanephric cells,others,metanephric,7.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6886295604939827,0.060995152877868414,0.08432041302040938,0.10452653455262134,0.07806809953795775,0.10114264095363304,0.15050702355682855,0.13188290350682708,0.1614892906967477,0.12706814544744405
"R1.22,R2.30,R3.28,P1.54-0-1-0",TFORF1984-ZNF534,0,6,5480.0,3284,0.027554745,0.029545048,0.029545048,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF1984-ZNF534,37,15,,0.6930746040938526,0.0613727926388939,0.0847446314076266,0.10424052170227695,0.07743189430074468,0.10074505652192961,0.1489637536767114,0.13284640249796598,0.15802660579496047,0.1316288169094052
"R1.43,R2.27,R3.75,P1.15-3-1-0",TFORF1984-ZNF534,0,1,4705.0,2851,0.021891605,0.04185067,0.04185067,train,Retinal progenitors and Muller glia,others,others,8.0,others,0.0,TFORF1984-ZNF534,37,15,,0.7511539838684868,0.060754289629167915,0.08423100756970134,0.10420588209042957,0.0783688553158077,0.10095426842294464,0.1485943008627987,0.13173170004667262,0.16633409658269074,0.124825793767569
"R1.14,R2.24,R3.40,P1.31-1-2-0",TFORF1984-ZNF534,0,11-0,5602.0,3315,0.022670474,0.108548135,0.108548135,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,11.0,others,0.0,TFORF1984-ZNF534,37,15,,0.4215836342400755,0.05715304015738137,0.09137732336992146,0.19132001742860505,0.06823501824941097,0.10009678807890528,0.12715827337137306,0.1165602521880848,0.13676372818660762,0.11133588355251481
"R1.07,R2.12,R3.16,P1.40-2-4-0",TFORF1984-ZNF534,0,5,4146.0,2650,0.025325615,0.097679816,0.097679816,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF1984-ZNF534,37,15,,0.4316660225162809,0.05970340141793195,0.08196545788706823,0.09920037730747118,0.07430646748225833,0.09688003312939646,0.13859544213085356,0.18155177146103446,0.14777706618842848,0.12002086990833043
"R1.44,R2.05,R3.78,P1.31-1-2-0",TFORF1984-ZNF534,0,3,7372.0,4016,0.018990776,0.0809356,0.0809356,train,Intestinal epithelial cells,others,intestinal epithelial,7.0,others,0.0,TFORF1984-ZNF534,37,14,,0.6473812335349353,0.06089103855839519,0.08330050165227819,0.10332684994747922,0.07577630200922528,0.10003014160815428,0.14728181729784165,0.13138425922041236,0.15288945493941739,0.1451205240666096
"R1.50,R2.18,R3.44,P1.07-2-1-0",TFORF1984-ZNF534,0,1,4861.0,3023,0.021600494,0.027828272,0.027828272,test,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF1984-ZNF534,37,15,,0.69060764053523,0.06105117873912382,0.08472622002591641,0.10491768248279305,0.07829003242446518,0.10132865154119475,0.14853043342126704,0.13218551151776792,0.1629803855740277,0.125990113226276
"R1.23,R2.04,R3.66,P1.46-0-0",TFORF1984-ZNF534,0,1,2596.0,1879,0.020416025,0.03104118,0.03104118,test,ENS neurons,others,ENS neurons,6.0,others,0.0,TFORF1984-ZNF534,37,15,,0.7086949824557759,0.059972487189419464,0.08491880649934493,0.10489591926108549,0.07938781765434776,0.10011667370142041,0.14445413727971423,0.1317532625441074,0.1727592066357796,0.12174196591653182
"R1.14,R2.56,R3.34,P1.47-3-2-0",TFORF1984-ZNF534,0,7-0,1924.0,1435,0.016112266,0.030840363,0.030840363,train,Stromal cells,others,stromal,11.0,others,0.0,TFORF1984-ZNF534,37,15,,0.7015877133116041,0.05970586323503359,0.08426926868597993,0.10811482035053291,0.08126489856703766,0.1004242407699261,0.14507956428343532,0.12971672058124115,0.17209115029762267,0.11933363476151715
"R1.53,R2.52,R3.12,P1.23-0-2-0",TFORF1984-ZNF534,0,3,5279.0,3193,0.024815306,0.060964677,0.060964677,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1984-ZNF534,37,14,,0.5916225855402788,0.0612331605334555,0.08367098053970465,0.10373351225074846,0.07595696444557824,0.10043486181342644,0.1464688347360608,0.13175774964495718,0.1530364281666669,0.14370822072633194
"R1.54,R2.86,R3.37,P1.07-2-1-0",TFORF0175-RELA,0,2,6842.0,3705,0.023823444,0.03766388,0.03766388,train,STC2_TLX1 positive cells,others,others,6.0,others,0.0,TFORF0175-RELA,6,15,,0.6341130364077708,0.06153738163862212,0.08446389450603817,0.10406892375727021,0.07715388786149974,0.10083345220304975,0.14882194747700161,0.13348852673665376,0.1560062650340116,0.13362574200163926
"R1.48,R2.89,R3.47,P1.23-0-2-0",TFORF0175-RELA,0,3,2183.0,1542,0.012368301,0.09669016,0.09669016,train,Intestinal epithelial cells,others,intestinal epithelial,23.0,others,0.0,TFORF0175-RELA,6,14,,0.7877969246245847,0.060569669664674655,0.08276841110773604,0.10286786316990451,0.07512961104058818,0.09952939195704522,0.14547060976885415,0.13014339990622886,0.15148404550408584,0.15203830022412157
"R1.81,R2.33,R3.25,P1.23-0-2-0",TFORF0175-RELA,0,1,5380.0,3172,0.025650557,0.039092798,0.039092798,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF0175-RELA,6,15,,0.7383597901376998,0.06027850037924859,0.08364637737024312,0.10358057021469287,0.07787764056433606,0.10011985125782571,0.14733566547814198,0.1307441134547148,0.1723937389897015,0.12402374650439993
"R1.81,R2.81,R3.28,P1.55-0-3-0",TFORF0175-RELA,0,5,3568.0,2342,0.024663677,0.111498564,0.111498564,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF0175-RELA,6,5,,0.43583642122251587,0.059246096495345395,0.08176211786500888,0.09878233439446231,0.07411853364393965,0.096664885906515,0.1382812042769296,0.1843120050465322,0.14725262330387032,0.11958113246453012
"R1.19,R2.46,R3.23,P1.08-2-3-0",TFORF0175-RELA,0,7-1,4568.0,2888,0.022767074,0.18595408,0.18595408,train,Smooth muscle cells,others,smooth muscle,23.0,others,0.0,TFORF0175-RELA,6,7-1,,0.6326653464538436,0.051963866892384726,0.07057125031029464,0.08484835740588341,0.2324537889711978,0.09060040180427152,0.11879352719983749,0.11838162628802243,0.13754696654550874,0.09484202737329857
"R1.20,R2.06,R3.53,P1.16-3-3-0",TFORF0175-RELA,0,5,4490.0,2767,0.017817372,0.10080878,0.10080878,train,STC2_TLX1 positive cells,others,others,8.0,others,0.0,TFORF0175-RELA,6,5,,0.4438048162769605,0.059041553351047805,0.08159504160389819,0.09862912644559334,0.07399592614085716,0.0964622358260031,0.1379449530198674,0.18587973541710648,0.1470157355449663,0.1194366385991222
"R1.65,R2.51,R3.75,P1.47-3-2-0",TFORF2926-BCL6B,0,5,2570.0,1842,0.019844359,0.07401416,0.07401416,test,STC2_TLX1 positive cells,others,others,10.0,others,0.0,TFORF2926-BCL6B,2,15,,0.4341862790451537,0.05911352861430656,0.08166908459229331,0.09900598490271074,0.0741723789369145,0.09678518802762112,0.13916419716609213,0.18161498525461922,0.14798850113142265,0.12048703601446352
"R1.33,R2.37,R3.29,P1.48-3-4-0",TFORF2926-BCL6B,0,4,2290.0,1686,0.026200874,0.033649784,0.033649784,test,Erythroblasts,others,others,23.0,others,0.0,TFORF2926-BCL6B,2,15,,0.5897866701357695,0.061554909802146,0.08419974508388171,0.1039340543577557,0.07674339374324965,0.10087321636022223,0.14860780922614253,0.13283990920277114,0.15500042803410768,0.13624689350622365
"R1.80,R2.59,R3.35,P1.07-2-1-0",TFORF0799-ATF3,0,0,1653.0,1313,0.024803387,0.03117225,0.03117225,test,STC2_TLX1 positive cells,others,others,5.0,others,0.0,TFORF0799-ATF3,32,15,,0.5803451221152958,0.061089600457502044,0.08375691885838166,0.1032931612056211,0.08322513766682442,0.10012573261385815,0.1459557658592675,0.13299639081837808,0.15391071110148194,0.1356469396773251
"R1.20,R2.75,R3.81,P1.55-0-3-0",TFORF0799-ATF3,0,4,3099.0,2111,0.022910615,0.030948,0.030948,train,Inhibitory neurons,others,others,23.0,others,0.0,TFORF0799-ATF3,32,15,,0.6372472661387456,0.061054352960131675,0.08382577700640084,0.10368003495504825,0.07720586810237447,0.10038322221981875,0.15233480745912512,0.13204839230583953,0.15653779241198085,0.13293000072865713
"R1.38,R2.77,R3.05,P1.62-1-1-0",TFORF0799-ATF3,0,1,4106.0,2657,0.026546517,0.025818639,0.025818639,train,Erythroblasts,others,others,6.0,others,0.0,TFORF0799-ATF3,32,15,,0.6938649372637281,0.06109987928340185,0.08485750760478515,0.10493182056372104,0.07810665893290616,0.10087923249436892,0.14853687898636464,0.1324630955013974,0.16187147435432409,0.12725369313198726
"R1.47,R2.14,R3.70,P1.55-0-3-0",TFORF0799-ATF3,0,1,2045.0,1516,0.024938876,0.026341965,0.026341965,train,Ciliated epithelial cells,others,ciliated epithelial,5.0,others,0.0,TFORF0799-ATF3,32,15,,0.6580212193191584,0.06129916939722346,0.08427968868394119,0.10417597753187299,0.07765424978362467,0.10096953876880285,0.15012128161518307,0.13327502346930328,0.15898883867493804,0.12923641113237305
"R1.67,R2.36,R3.93,P1.63-1-3-0",TFORF0799-ATF3,0,9-1,4158.0,2681,0.022607023,0.052452102,0.052452102,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0799-ATF3,32,15,,0.5397105405248169,0.05967215399279979,0.08089624300922515,0.09922724759484691,0.07490340449235756,0.09842912644757658,0.18092427700013478,0.13339415783011363,0.14970743202179146,0.12284593723775857
"R1.93,R2.33,R3.03,P1.22-0-0",TFORF0799-ATF3,0,8-0,1756.0,1359,0.030751709,0.04632794,0.04632794,train,Erythroblasts,others,others,8.0,others,0.0,TFORF0799-ATF3,32,15,,0.608424301897418,0.06144818504893866,0.08432034200253774,0.10398046830199417,0.0768157039074498,0.1007544117024536,0.14849035703363406,0.133003753542328,0.15516613023075296,0.13602081093681934
"R1.74,R2.33,R3.77,P1.40-2-4-0",TFORF0799-ATF3,0,3,5317.0,3199,0.021816814,0.06533809,0.06533809,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0799-ATF3,32,14,,0.570247580481418,0.06167266801221919,0.0835961673163653,0.1049317748976305,0.07534458664738189,0.10183666654025574,0.14671247134563803,0.13053236368948343,0.1515293400423649,0.14384461617505853
"R1.15,R2.86,R3.06,P1.40-2-4-0",TFORF0799-ATF3,0,3,3509.0,2370,0.021373611,0.06900831,0.06900831,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF0799-ATF3,32,14,,0.5756949356874712,0.061549957328177016,0.0838768654659048,0.10423399903595292,0.07587162075573911,0.1010089620641235,0.1459665386216568,0.13171748892152707,0.1526870608069377,0.1430881572376165
"R1.09,R2.34,R3.12,P1.46-0-0",TFORF0799-ATF3,0,11-0,2627.0,1911,0.01294252,0.042383827,0.042383827,train,Retinal pigment cells,others,others,23.0,others,0.0,TFORF0799-ATF3,32,15,,0.5618869931950123,0.05925573938189137,0.08670375900457646,0.1411048501288784,0.07362436853854692,0.10090593281273676,0.1395209352165707,0.12995791610496682,0.15012444119895504,0.1188023181463998
"R1.74,R2.41,R3.27,P1.23-0-2-0",TFORF0799-ATF3,0,3,4486.0,2779,0.027641552,0.11403408,0.11403408,test,Intestinal epithelial cells,others,intestinal epithelial,8.0,others,0.0,TFORF0799-ATF3,32,14,,0.7717916138443301,0.06064489509940928,0.08282529373156022,0.10303799966707018,0.07512426340534753,0.09967130661090842,0.1453772520468845,0.1301617009042439,0.15142205424527325,0.15173649978041934
"R1.30,R2.70,R3.91,P1.15-3-1-0",TFORF0799-ATF3,0,8-0,3373.0,2297,0.023421288,0.03125417,0.03125417,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF0799-ATF3,32,15,,0.6308497918464624,0.06144380992598487,0.08434219995850192,0.10404917548537243,0.07717946232623574,0.10081186231647732,0.1491211914193623,0.13327973099460494,0.15577483409559764,0.1339976711479095
"R1.27,R2.50,R3.51,P1.39-2-2-0",TFORF0799-ATF3,0,0,9436.0,4566,0.026282324,0.039995816,0.039995816,train,STC2_TLX1 positive cells,others,others,3.0,others,0.0,TFORF0799-ATF3,32,15,,0.5605089595126312,0.0617637505400141,0.08444958662768838,0.10494108558413319,0.07717135429542438,0.10108028430798902,0.14541869268755278,0.13502474390083188,0.1540181221365616,0.13613286009194844
"R1.02,R2.19,R3.25,P1.46-0-0",TFORF0799-ATF3,0,1,1506.0,1205,0.01992032,0.0349087,0.0349087,train,Retinal progenitors and Muller glia,others,others,8.0,others,0.0,TFORF0799-ATF3,32,15,,0.7188778712580066,0.060918830273054024,0.0843023315155772,0.10431019211458034,0.0784310984175581,0.10129711376188967,0.14951843024636194,0.13165880283101708,0.16382986356510318,0.12573351851321735
"R1.14,R2.73,R3.52,P1.08-2-3-0",TFORF0799-ATF3,0,3,3177.0,2218,0.021089077,0.066954546,0.066954546,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF0799-ATF3,32,14,,0.5891080023806528,0.0614986592591219,0.0836717847679321,0.10428924928725795,0.07560594587510923,0.100942769370401,0.1454860739730907,0.13130588505586718,0.15210764935016863,0.14509261857923006
"R1.29,R2.23,R3.30,P1.63-1-3-0",TFORF0799-ATF3,0,11-1,5040.0,3070,0.02718254,0.22557059,0.22557059,test,Stromal cells,others,stromal,9.0,others,0.0,TFORF0799-ATF3,32,11-1,,0.7617442605276312,0.03002983115383706,0.5579933470114786,0.07347259646570856,0.035792556304184785,0.05662237582008242,0.06326308566253318,0.06024395505204758,0.06865542808829705,0.05392706516138638
"R1.59,R2.20,R3.33,P1.31-1-2-0",TFORF0799-ATF3,0,3,5704.0,3345,0.02331697,0.100533485,0.100533485,train,Intestinal epithelial cells,others,intestinal epithelial,10.0,others,0.0,TFORF0799-ATF3,32,14,,0.7689120748486362,0.060308851333925814,0.08242202194129378,0.10239913834859475,0.07483080707579022,0.09907807133767034,0.14486347971780383,0.12963852666089515,0.15087882789358656,0.1555815022174998
"R1.38,R2.19,R3.35,P1.54-0-1-0",TFORF0799-ATF3,0,3,4219.0,2697,0.026072528,0.09133698,0.09133698,train,Intestinal epithelial cells,others,intestinal epithelial,7.0,others,0.0,TFORF0799-ATF3,32,14,,0.6962900717983554,0.06052299038744372,0.08271669268766332,0.10297006926139632,0.07503685694110951,0.09945733480380477,0.14515353035123602,0.1299943095358233,0.1512705598737642,0.15287864062439896
"R1.65,R2.34,R3.83,P1.48-3-4-0",TFORF0799-ATF3,0,0,1349.0,1080,0.024462566,0.036652613,0.036652613,train,Erythroblasts,others,others,6.0,others,0.0,TFORF0799-ATF3,32,15,,0.584107992198996,0.06178093674458334,0.08415951570711189,0.10385047352939304,0.07658516200012841,0.10079579234574108,0.14847436980430728,0.132793418382606,0.15467290820610544,0.13688778567320706
"R1.16,R2.96,R3.50,P1.54-0-1-0",TFORF0799-ATF3,0,8-0,4563.0,2855,0.027175104,0.046985146,0.046985146,test,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0799-ATF3,32,15,,0.6016373816991096,0.06147545919163527,0.08427899631677037,0.10398698658350529,0.07675378288909461,0.10077598745491148,0.14830526770249158,0.1331673161159657,0.1548887762726283,0.13636758799467066
"R1.60,R2.44,R3.45,P1.48-3-4-0",TFORF0799-ATF3,0,2,3440.0,2325,0.022674419,0.044728693,0.044728693,test,Inhibitory neurons,others,others,12.0,others,0.0,TFORF0799-ATF3,32,15,,0.6652570523149212,0.061328688149719764,0.0842735051401555,0.10400245922526309,0.07714523225871697,0.10071981920717708,0.14982687439882172,0.1326975802321432,0.15661411194286237,0.1333915653700423
"R1.85,R2.42,R3.41,P1.40-2-4-0",TFORF0799-ATF3,0,11-0,5010.0,3081,0.023353294,0.07268841,0.07268841,train,Squamous epithelial cells,others,squamous epithelial,9.0,others,0.0,TFORF0799-ATF3,32,15,,0.41700716362072543,0.07330907160389892,0.0904021112592152,0.1678098832934407,0.06781924401715499,0.11458103777059364,0.12531644711208534,0.11647180265179245,0.13338347428754577,0.11090725233661111
"R1.01,R2.27,R3.65,P1.54-0-1-0",TFORF0799-ATF3,0,1,7997.0,4096,0.019757409,0.029266756,0.029266756,train,Erythroblasts,others,others,5.0,others,0.0,TFORF0799-ATF3,32,15,,0.7032529954146445,0.060877093638251424,0.08470682205714017,0.10424268154226497,0.07857105264004993,0.1012162024050731,0.1470594438871077,0.13227930682605551,0.16684387497272987,0.12420373022117243
"R1.10,R2.53,R3.23,P1.31-1-2-0",TFORF0799-ATF3,0,4,3716.0,2471,0.03067815,0.02774922,0.02774922,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,7.0,others,0.0,TFORF0799-ATF3,32,15,,0.6217459855395047,0.06124362212769197,0.08426238561345473,0.10374547818820253,0.07731344443414434,0.10060093507270068,0.14867967548986694,0.1337502244464837,0.15764346682417701,0.13276102909019208
