,Pearson_r
LOC100506922,0.8913798536182507
LOC100507006,0.8651056732841572
LOC100507053,0.8839542617102513
LOC100507073,0.9167910488667023
LOC100507336,0.8500724097840495
LOC100507377,0.8835169561874507
LOC100507460,0.8825324591012478
LOC100507487,0.8465532096882555
LOC100507513,0.8640305355101419
LOC100507516,0.858579679974946
LOC100507616,0.8285941341150149
LOC100507661,0.9217356688782258
LOC100652758,0.8846414748696217
LOC100996419,0.7678718841989269
LOC100996442,0.8701623848839368
LOC100996447,0.8999766304132019
LOC100996679,0.8978972149651789
LOC100996694,0.826784763261803
LOC100996756,0.8753045213646032
LOC100996763,0.8788606540498095
LOC100996842,0.8843469720931486
LOC101926889,0.8570278548128779
LOC101926893,0.921800731039623
LOC101926933,0.9102357753028785
LOC101926941,0.8673432749460893
LOC101926942,0.9024518373644873
LOC101926953,0.856344909967699
LOC101926964,0.785057350551615
LOC101926967,0.8891946309082285
LOC101926975,0.8147514930896027
LOC101926977,0.8491707159440042
LOC101927012,0.9058083201591499
LOC101927026,0.8813396814496608
LOC101927040,0.8602732107276433
LOC101927073,0.8322227647472729
LOC101927080,0.9048974618906692
LOC101927108,0.8695664889085074
LOC101927118,0.8724225810689946
LOC101927156,0.8360171075729096
LOC101927182,0.7624892428138024
LOC101927196,0.9144055206523861
LOC101927200,0.8367903276852718
LOC101927244,0.8661676833326004
LOC101927252,0.873910220222376
LOC101927282,0.8270211240216163
LOC101927286,0.8949876328508881
LOC101927314,0.8872731496385983
LOC101927329,0.8892938483428472
LOC101927356,0.9095980506125697
LOC101927359,0.8900764514212945
LOC101927391,0.8245454437731633
LOC101927412,0.7933271225977429
LOC101927420,0.9122558335144719
LOC101927421,0.9031968374012399
LOC101927437,0.8347212734829279
LOC101927450,0.9345700368189283
LOC101927468,0.8633087531614336
LOC101927479,0.8942498501801223
LOC101927483,0.8457239499756407
LOC101927497,0.8231128512361239
LOC101927502,0.8670558720532416
LOC101927509,0.8949096989666173
LOC101927549,0.9425373543415579
LOC101927580,0.832443484862144
LOC101927587,0.9204050809116406
LOC101927588,0.924807330191362
LOC101927604,0.8775122990313412
LOC101927605,0.8535339146279045
LOC101927647,0.8699084263882929
LOC101927650,0.8044708431844528
LOC101927687,0.9096553423329374
LOC101927708,0.855876257751726
LOC101927711,0.8632525570887288
LOC101927729,0.8846395719905703
LOC101927745,0.9030683871347246
LOC101927768,0.8818028556284867
LOC101927809,0.9100205805439265
LOC101927815,0.8369598171626527
LOC101927837,0.8983007428972632
LOC101927849,0.8039875843185939
LOC101927863,0.8971597554823424
LOC101927865,0.8913483363805212
LOC101927915,0.8660327824549656
LOC101927947,0.8892008140522055
LOC101927960,0.8664198670973544
LOC101927963,0.843968106123328
LOC101927967,0.8510983937735088
LOC101927971,0.8781105491147275
LOC101927973,0.7080494108638283
LOC101928012,0.8379046774110791
LOC101928020,0.8828736949246188
LOC101928042,0.8319917155741203
LOC101928069,0.7886293190048165
LOC101928076,0.7537450416790469
LOC101928096,0.8741614020314576
LOC101928103,0.8750408329905505
LOC101928114,0.89973643984805
LOC101928135,0.9147228693742567
LOC101928137,0.8669420499656967
LOC101928152,0.8696694526275572
LOC101928196,0.7868948641479147
LOC101928202,0.9206784433538893
LOC101928230,0.8596498226378098
LOC101928254,0.8888205834487096
LOC101928278,0.8967367474135077
LOC101928283,0.8344004531277679
LOC101928295,0.8887551679016967
LOC101928351,0.8781464370565809
LOC101928354,0.8579954615499664
LOC101928362,0.8801547685745722
LOC101928371,0.8701079070527862
LOC101928386,0.9079796035622355
LOC101928387,0.8981297663084843
LOC101928433,0.83215978787683
LOC101928437,0.8806239939842746
LOC101928438,0.8667926116400976
LOC101928441,0.841173561010487
LOC101928462,0.8475915591930797
LOC101928509,0.8172309527164094
LOC101928516,0.8474928437518862
LOC101928565,0.8831456371668596
LOC101928570,0.8710442217693379
LOC101928583,0.9021542228935944
LOC101928595,0.8747064470851047
LOC101928625,0.9057782942727027
LOC101928635,0.8792142740823835
LOC101928762,0.8911950376778741
LOC101928765,0.8590346946389269
LOC101928782,0.7979545483853175
LOC101928819,0.8688782234851872
LOC101928856,0.830124296319191
LOC101928896,0.9044162147297861
LOC101928911,0.8061311991317599
LOC101928912,0.9083369329557175
LOC101928923,0.8770822863753833
LOC101928961,0.8922742167353027
LOC101928978,0.8717556160082944
LOC101928979,0.9055605744098191
LOC101929006,0.8808210757918467
LOC101929028,0.8862927022594869
LOC101929043,0.8497181354154437
LOC101929077,0.893578048476476
LOC101929095,0.8654358747132855
LOC101929147,0.8677799902701843
LOC101929151,0.9172140906695491
LOC101929162,0.9429132801808429
LOC101929188,0.8464251214690183
LOC101929194,0.8440161992721393
LOC101929200,0.8768638149316552
LOC101929204,0.8479616654360802
LOC101929231,0.8835985118860838
LOC101929248,0.8300858652106045
LOC101929256,0.8278084861229036
LOC101929268,0.881484277303061
LOC101929309,0.919769277666697
LOC101929425,0.8376688675120854
LOC101929426,0.8507916567518449
LOC101929468,0.884354330001703
LOC101929485,0.8509972733603761
LOC101929494,0.8724127918989723
LOC101929507,0.9275263834300421
LOC101929534,0.8522807731352767
LOC101929551,0.8308487339048163
LOC101929563,0.8750529655580324
LOC101929628,0.8473259883561135
LOC101929643,0.8710949341365639
LOC101929653,0.8223199970434597
LOC101929679,0.8750126909610789
LOC101929710,0.8587675110907425
LOC101929732,0.8088972008866034
LOC101929762,0.8178287037097441
LOC101929770,0.9026019763821248
LOC101929902,0.8534155279101368
LOC101929918,0.8490455909922061
LOC101929963,0.9157950428494578
LOC101929988,0.8680262807360236
LOC101930048,0.8170615222598927
LOC101930112,0.9197822754099078
LOC101930275,0.8561204803607484
LOC101930307,0.9019029054748635
LOC102467213,0.8286317727485191
LOC102467224,0.8762847055288484
LOC102723323,0.8768655620964919
LOC102723331,0.8844773814743822
LOC102723341,0.8691244586812992
LOC102723370,0.8656176490172154
LOC102723409,0.8484061506274637
LOC102723415,0.924640424223623
LOC102723436,0.8613667947502618
LOC102723444,0.9075431936127792
LOC102723468,0.8506039633793927
LOC102723471,0.880869160869019
LOC102723493,0.8548713771346894
LOC102723539,0.9423786938914044
LOC102723568,0.8702617712230156
LOC102723638,0.7593465019352652
LOC102723648,0.9031173662031551
LOC102723654,0.8782100222779249
LOC102723656,0.8613561524806219
LOC102723699,0.8706401466956281
LOC102723704,0.8893979240918864
LOC102723724,0.8282692561304892
LOC102723733,0.8537922101427101
LOC102723809,0.8734890923417904
LOC102723828,0.8736552001934331
LOC102723870,0.8602240278753474
LOC102723906,0.8987626258942485
LOC102724001,0.8810404821657872
LOC102724008,0.8772579893921459
LOC102724015,0.9265961368716882
LOC102724036,0.8425986437346827
LOC102724039,0.8951162455880739
LOC102724050,0.8343632496561483
LOC102724068,0.19872547420711445
LOC102724078,0.8520314985529668
LOC102724081,0.8716626045249616
LOC102724084,0.8766817723449916
LOC102724087,0.786518457710617
LOC102724146,0.8589338832465365
LOC102724165,0.8723997056265154
LOC102724208,0.8804437186838646
LOC102724210,0.7150239632504164
LOC102724227,0.8800529637694787
LOC102724233,0.8598699458789524
LOC102724340,0.9076758573914998
LOC102724392,0.8930039597771887
LOC102724397,0.8208285905362649
LOC102724404,0.8425363310405937
LOC102724416,0.8819468579069992
LOC102724419,0.6822914730643073
LOC102724482,0.90469101503682
LOC102724530,0.8792186341318305
LOC102724542,0.7870040207534222
LOC102724571,0.8488765456051216
LOC102724579,0.904992179675704
LOC102724623,0.8987436660078958
LOC102724637,0.8443322216770797
LOC102724682,0.8489990173148382
LOC102724687,0.8867617378163777
LOC102724699,0.8783292994332804
LOC102724701,0.8826958578266664
LOC102724708,0.9009995539109544
LOC102724748,0.849460701995847
LOC102724761,0.8778260707951384
LOC102724780,0.9033363460011111
LOC102724814,0.8441101041227482
LOC102724845,0.888231954740198
LOC102724858,0.8413553742419457
LOC102724861,0.8805278278198476
LOC102724919,0.7889330360449014
LOC102724957,0.9092930421911917
LOC102725082,0.9078030420033831
LOC102725191,0.8389072737184123
LOC102725227,0.9093576986758288
LOC102725238,0.8684932455488719
LOC102800447,0.8859372313221129
LOC105274304,0.9055416878582363
LOC105369147,0.8523527151107282
LOC105369165,0.8765126889504923
LOC105369168,0.8530741215503158
LOC105369213,0.9132740815111913
LOC105369309,0.8664619931390743
LOC105369349,0.8739382814333274
LOC105369364,0.8877822139200283
LOC105369380,0.8618662316541273
LOC105369403,0.8342350834723528
LOC105369427,0.8405851377155581
LOC105369436,0.8328342200888873
LOC105369438,0.8434396317827147
LOC105369464,0.8464143225093415
LOC105369512,0.8077621248410383
LOC105369608,0.8696501415104996
LOC105369612,0.8823253390058546
LOC105369617,0.8607967042414905
LOC105369625,0.8046513883243487
LOC105369669,0.8036496488308125
LOC105369677,0.8123442449773668
LOC105369699,0.8505866114575298
LOC105369715,0.7932815735356733
LOC105369779,0.8640362969379138
LOC105369791,0.8337982819479434
LOC105369803,0.8472955810633884
LOC105369813,0.8452282942425197
LOC105369827,0.886195394094951
LOC105369838,0.7854733588255475
LOC105369850,0.9085406169724338
LOC105369851,0.8831798226429668
LOC105369864,0.8716968094675419
LOC105369873,0.841531275245246
LOC105369876,0.8817580809692207
LOC105369878,0.9321744735092196
LOC105369890,0.9012031683679447
LOC105369896,0.9054211712623907
LOC105369912,0.8809103293834509
LOC105369927,0.8582995619761223
LOC105369928,0.8908534031060626
LOC105369944,0.8943627747691968
LOC105369958,0.8122491244642229
LOC105369971,0.8546705057274832
LOC105369972,0.8696974252631468
LOC105370019,0.9219012144821183
LOC105370027,0.8985114698906486
LOC105370047,0.9061292889290349
LOC105370108,0.8624516850546297
LOC105370109,0.8637332183873875
LOC105370113,0.8506074630700228
LOC105370119,0.8098902721309356
LOC105370125,0.8701261927493378
LOC105370177,0.7581424605346384
LOC105370198,0.8339659022692695
LOC105370213,0.8982134444789004
LOC105370214,0.824130088151405
LOC105370221,0.8790035323740596
LOC105370224,0.8686773557276717
LOC105370283,0.8592933938646513
LOC105370286,0.8773440548843475
LOC105370302,0.7470779201777087
LOC105370322,0.8660746736202485
LOC105370324,0.7729577371547306
LOC105370327,0.8576013468841991
LOC105370335,0.9324361902041398
LOC105370359,0.8680649078760283
LOC105370363,0.8826897864924225
LOC105370377,0.8178683902689776
LOC105370463,0.8527567022024765
LOC105370464,0.8847817039206721
LOC105370467,0.8531432011063067
LOC105370469,0.8385987943828968
LOC105370476,0.8827678096290829
LOC105370482,0.843735825533153
LOC105370504,0.8668486844182892
LOC105370507,0.8220622701151118
LOC105370556,0.885756688297384
LOC105370571,0.8268674873906866
LOC105370575,0.9100372457047549
LOC105370582,0.8659562931982878
LOC105370588,0.864179205559996
LOC105370604,0.8038243575428747
LOC105370610,0.875628112242556
LOC105370624,0.8385283969480792
LOC105370646,0.9125876166478386
LOC105370658,0.8564677826708618
LOC105370687,0.954174575445862
LOC105370731,0.8551072599910111
LOC105370732,0.8630697868947732
LOC105370737,0.8837082526407085
LOC105370764,0.8649476191593531
LOC105370777,0.8565773442148685
LOC105370803,0.8792125325879436
LOC105370826,0.892673502916506
LOC105370831,0.9341463723959974
LOC105370846,0.8981984304801764
LOC105370848,0.9013303547200802
LOC105370861,0.8199209310549407
LOC105370941,0.8674284772747447
LOC105370982,0.8880508696373991
LOC105371036,0.870323509229434
LOC105371058,0.8798501787024616
LOC105371070,0.80686610675861
LOC105371082,0.9014715516444006
LOC105371114,0.8884820413014632
LOC105371161,0.8620852293088217
LOC105371228,0.8991475621699045
LOC105371295,0.9067845294653092
LOC105371303,0.9124582640776264
LOC105371308,0.9068779712836276
LOC105371354,0.8625410512851356
LOC105371356,0.9116302466293115
LOC105371378,0.9018628822900363
LOC105371393,0.8458242407055475
LOC105371416,0.9129640504312416
LOC105371441,0.9131781906777979
LOC105371455,0.9220977852098626
LOC105371480,0.8270915532999631
LOC105371508,0.8483790373897372
LOC105371521,0.7728040554444581
LOC105371531,0.8647990664392903
LOC105371554,0.8852405435788965
LOC105371586,0.8394006093226835
LOC105371632,0.8619651877599444
LOC105371657,0.8737316416899527
LOC105371671,0.8764870891056662
LOC105371684,0.9255879754551009
LOC105371731,0.8745213468349483
LOC105371735,0.8728609261468819
LOC105371753,0.9268674206195928
LOC105371809,0.8665441490960026
LOC105371873,0.8927472221119405
LOC105371877,0.8826707214542433
LOC105371953,0.8725452476333291
LOC105371967,0.8776573099183953
LOC105371998,0.8913265614939204
LOC105372030,0.8915993085198098
LOC105372031,0.9280415272243276
LOC105372037,0.8154349162345493
LOC105372044,0.8453905859229316
LOC105372066,0.7582255731375585
LOC105372091,0.8847223581133782
LOC105372093,0.9218404078043908
LOC105372106,0.849163131250855
LOC105372114,0.9385711401583039
LOC105372115,0.8686756840615671
LOC105372117,0.8642200983885912
LOC105372121,0.8429246380001375
LOC105372146,0.9154878001588354
LOC105372160,0.879509427294873
LOC105372211,0.8806454477208044
LOC105372252,0.85700085484118
LOC105372269,0.8816382233587893
LOC105372308,0.8855611565945637
LOC105372311,0.8735131616567117
LOC105372315,0.8498364851661685
LOC105372316,0.863215815860065
LOC105372318,0.8616867356928612
LOC105372335,0.8952172791449726
LOC105372394,0.8581522171590578
LOC105372411,0.9202281011714353
LOC105372432,0.8715818403158437
LOC105372458,0.8608854020118102
LOC105372462,0.8998686824525365
LOC105372505,0.9250409539923216
LOC105372529,0.8791935970728426
LOC105372532,0.8465819079016346
LOC105372539,0.7791948155120788
LOC105372572,0.8508380028752652
LOC105372618,0.8855514566068575
LOC105372624,0.850269974774147
LOC105372631,0.8993575485871326
LOC105372649,0.8302664457496928
LOC105372664,0.9158085808555615
LOC105372666,0.9085240204728108
LOC105372816,0.8659068036918036
LOC105372835,0.8022189410941793
LOC105372892,0.8702365164602678
LOC105372932,0.8648516103880453
LOC105372950,0.8304594468564663
LOC105372989,0.9229764152740565
LOC105373021,0.9034697626488415
LOC105373058,0.895489227522772
LOC105373137,0.8977436577383717
LOC105373143,0.8302553472398319
LOC105373150,0.8569526489538629
LOC105373153,0.8393907852228273
LOC105373158,0.8590873424205532
LOC105373184,0.8038277364916023
LOC105373187,0.8555492391910455
LOC105373202,0.8071915856962907
LOC105373218,0.9462881557004462
LOC105373234,0.9205473879328449
LOC105373273,0.8195610128570712
LOC105373284,0.8806725138159559
LOC105373292,0.9192991302181117
LOC105373300,0.9301841437939131
LOC105373302,0.8672016247379899
LOC105373314,0.9039675880456705
LOC105373315,0.916332194137188
LOC105373320,0.8883484489241098
LOC105373347,0.7839917334952639
LOC105373367,0.9070394657665387
LOC105373370,0.9354364177775909
LOC105373408,0.8735088609851045
LOC105373429,0.8833487047836046
LOC105373436,0.91483477004249
LOC105373454,0.8315888841646533
LOC105373455,0.8459839559008386
LOC105373456,0.8620120245174552
LOC105373460,0.9103813544895382
LOC105373463,0.8884809369268807
LOC105373480,0.8979001857895703
LOC105373578,0.8877871753936246
LOC105373579,0.8883354590998159
LOC105373581,0.7847825949836353
LOC105373592,0.9034563785835773
LOC105373606,0.897473667855257
LOC105373611,0.8885899724505606
LOC105373627,0.8171701852117661
LOC105373637,0.8983954249606156
LOC105373667,0.8259964493254475
LOC105373691,0.8406021840681822
LOC105373693,0.8066647999573214
LOC105373696,0.7615502978042659
LOC105373703,0.8700282245166444
LOC105373712,0.695841419692363
LOC105373714,0.9025103730815199
LOC105373730,0.8755032184398982
LOC105373736,0.8501050187990736
LOC105373760,0.8999438279024813
LOC105373777,0.6832006499109373
LOC105373785,0.8833177326034508
LOC105373788,0.8857434454331381
LOC105373804,0.7316779317924
LOC105373813,0.8313594745161593
LOC105373815,0.8537141226294115
LOC105373831,0.8212585708410296
LOC105373891,0.8882599877996105
LOC105373893,0.8817281290646397
LOC105373899,0.8923195718832421
LOC105373900,0.8719280495626526
LOC105373904,0.907642331133541
LOC105373994,0.8671147519585983
LOC105373997,0.6914244771768245
LOC105373999,0.887116362186108
LOC105374007,0.767601799695743
LOC105374009,0.9158647769921257
LOC105374013,0.6500189614907913
LOC105374016,0.8051411032944414
LOC105374020,0.874466485959121
LOC105374029,0.8690488818033869
LOC105374037,0.8779361822234832
LOC105374039,0.8112963475716876
LOC105374041,0.2273323972978892
LOC105374056,0.8520547299698432
LOC105374057,0.8711398066724367
LOC105374060,0.8291935227627376
LOC105374086,0.8351401865126846
LOC105374121,0.923915542583614
LOC105374140,0.8845028032230702
LOC105374145,0.7632077828405537
LOC105374152,0.8262643912219313
LOC105374164,0.8464368276631686
LOC105374165,0.9061570300828714
LOC105374166,0.7974868490523385
LOC105374189,0.7339462729646393
LOC105374191,0.8815669202085696
LOC105374211,0.8353148581090484
LOC105374220,0.6455632654982318
LOC105374224,0.7898858012891691
LOC105374229,0.8131210094225299
LOC105374264,0.8467268049387615
LOC105374287,0.9026658906630779
LOC105374313,0.9216346533274001
LOC105374322,0.8970092843534947
LOC105374337,0.86556603330334
LOC105374340,0.8428868456789672
LOC105374418,0.9212307873350527
LOC105374419,0.8180297553915573
LOC105374428,0.8934250953706011
LOC105374459,0.8714360009010339
LOC105374464,0.7507050515422116
LOC105374466,0.8930114885600606
LOC105374488,0.8699785039560728
LOC105374493,0.8745807218718153
LOC105374497,0.9417348351324737
LOC105374505,0.8209953634428863
LOC105374510,0.8321326472528975
LOC105374524,0.8734778321387878
LOC105374528,0.8362271605563865
LOC105374536,0.8617685629690851
LOC105374557,0.8937944463326191
LOC105374591,0.9009644750507592
LOC105374593,0.8462326075539853
LOC105374594,0.8567756472300014
LOC105374614,0.8983612011641289
LOC105374655,0.828499504837678
LOC105374656,0.8375520476349251
LOC105374657,0.8512923194904968
LOC105374658,0.8465213178093547
LOC105374664,0.9079157012053772
LOC105374674,0.884976500711012
LOC105374693,0.8358412877216543
LOC105374694,0.8604607952687501
LOC105374709,0.9519842287307796
LOC105374773,0.9326241563333222
LOC105374775,0.9053640126365761
LOC105374786,0.9268382833546914
LOC105374794,0.8579953919525295
LOC105374800,0.9337782116934604
LOC105374813,0.9112834875667757
LOC105374827,0.8374932965591434
LOC105374833,0.9172829105228533
LOC105374898,0.8770233518905103
LOC105374910,0.8515311307836254
LOC105374945,0.8527634859871563
LOC105374957,0.8676530971622188
LOC105374959,0.8358847431564558
LOC105374960,0.8748805207041044
LOC105374971,0.8379039251688098
LOC105374973,0.8286000733100249
LOC105374976,0.8545546974869231
LOC105375001,0.881605818471588
LOC105375106,0.8769362841597136
LOC105375120,0.8409201510909909
LOC105375124,0.8568707268454516
LOC105375132,0.870328982049434
LOC105375153,0.8539314995286128
LOC105375158,0.8414890319116399
LOC105375179,0.9064163449189354
LOC105375180,0.8260423722508873
LOC105375181,0.8721335286574199
LOC105375187,0.900470431574093
LOC105375199,0.8638161456929874
LOC105375208,0.9300980312843633
LOC105375218,0.9216833396091314
LOC105375254,0.8448285023967544
LOC105375260,0.896959567157804
LOC105375261,0.838459387560724
LOC105375304,0.9604388083445059
LOC105375334,0.8589040497535982
LOC105375386,0.865740644168384
LOC105375404,0.8939043289713606
LOC105375405,0.8754600189545132
LOC105375423,0.8899140374270935
LOC105375448,0.9000085511643942
LOC105375451,0.8628616544139792
LOC105375457,0.8593225132166381
LOC105375463,0.855814848729071
LOC105375470,0.9279390956293792
LOC105375490,0.8947720851165641
LOC105375501,0.8194017674682148
LOC105375508,0.831605554621093
LOC105375523,0.8696185944317104
LOC105375624,0.8156379058081278
LOC105375626,0.9115017543386762
LOC105375633,0.8742085360353535
LOC105375704,0.8550007277355282
LOC105375706,0.8707081574937994
LOC105375710,0.8554588372617383
LOC105375716,0.8678698841493016
LOC105375721,0.8770411133073478
LOC105375725,0.8356268670819812
LOC105375734,0.9185330428479604
LOC105375746,0.8501928986947952
LOC105375760,0.8499861961290943
LOC105375805,0.910078940759825
LOC105375815,0.8305949326152107
LOC105375818,0.8674144130027357
LOC105375821,0.8381648337121677
LOC105375864,0.939030351281417
LOC105375873,0.9405770287099535
LOC105375905,0.8672558123225204
LOC105375911,0.8722684489276179
LOC105375914,0.828042768053053
LOC105375928,0.9076561671485744
LOC105375931,0.7888349586293857
LOC105375936,0.9073142265512322
LOC105375951,0.9148999646972906
LOC105376010,0.8856275096914452
LOC105376014,0.8349507655712956
LOC105376033,0.8622584801408082
LOC105376035,0.8703158607830924
LOC105376037,0.8493960621237636
LOC105376107,0.8673140406864288
LOC105376113,0.8421290133737522
LOC105376114,0.15242438810708764
LOC105376147,0.9044190058495081
LOC105376195,0.8717031525819573
LOC105376214,0.8703733371666498
LOC105376219,0.8514031309849693
LOC105376235,0.8216720722957624
LOC105376244,0.9449217496376705
LOC105376257,0.8417475020866213
LOC105376290,0.9271833904989294
LOC105376384,0.9204133279361217
LOC105376387,0.8966591518599294
LOC105376392,0.7952912954588328
LOC105376402,0.8510047885853433
LOC105376411,0.8820617909830255
LOC105376442,0.8732223239409258
LOC105376486,0.900342212393067
LOC105376509,0.859496520757222
LOC105376533,0.8502106456746823
LOC105376541,0.7955519677291855
LOC105376569,0.904166818653797
LOC105376575,0.878607010455452
LOC105376584,0.8716506601574913
LOC105376603,0.8331009617212689
LOC105376605,0.8640354498260293
LOC105376634,0.8931400236779266
LOC105376650,0.9315370542188617
LOC105376684,0.8791116528237707
LOC105376755,0.8539214435580093
LOC105376794,0.8361699824315111
LOC105376805,0.8829687447806811
LOC105376815,0.9027343328964362
LOC105376892,0.7832622932018312
LOC105376942,0.9263215335721411
LOC105376945,0.8986220123960449
LOC105376958,0.8315493362833122
LOC105376960,0.8639469111214619
LOC105376981,0.8383273675635992
LOC105376982,0.8632347369835921
LOC105376987,0.7899160089973375
LOC105377002,0.8715748194499964
LOC105377007,0.8838671426256656
LOC105377021,0.874967444222204
LOC105377067,0.83709161141319
LOC105377086,0.7689544194483537
LOC105377087,0.7854015756514697
LOC105377094,0.8686982237870906
LOC105377095,0.861062232779649
LOC105377101,0.8073334914017076
LOC105377105,0.8780718880586478
LOC105377109,0.9126266736261409
LOC105377110,0.8830964165954523
LOC105377144,0.8599901247357291
LOC105377161,0.8825478193610921
LOC105377177,0.8563586007813316
LOC105377199,0.8411506114372189
LOC105377209,0.910019550132967
LOC105377212,0.7600433596387578
LOC105377227,0.8778268674630878
LOC105377230,0.8951429804798031
LOC105377261,0.8445767873883778
LOC105377271,0.8762717426632195
LOC105377283,0.8908262980414592
LOC105377284,0.9382383808987099
LOC105377290,0.8524670203869461
LOC105377291,0.8421429594255103
LOC105377329,0.8815705374103568
LOC105377338,0.8624852185394267
LOC105377343,0.8328149797710676
LOC105377348,0.8455831891194467
LOC105377369,0.828552227238485
LOC105377378,0.7668224879693322
LOC105377379,0.8604015275028533
LOC105377382,0.9028929213740101
LOC105377389,0.9128979350193142
LOC105377422,0.7517780938581394
LOC105377441,0.8666582898553877
LOC105377448,0.874629061436584
LOC105377453,0.8411470227619781
LOC105377462,0.8676836157675564
LOC105377485,0.9033313417880302
LOC105377509,0.8262757721965402
LOC105377512,0.8772777030943849
LOC105377540,0.8924574916702983
LOC105377547,0.7707757496100484
LOC105377548,0.838909717804442
LOC105377549,0.8157610617718316
LOC105377561,0.9045063805763245
LOC105377564,0.8874571012021967
LOC105377567,0.8824258417681233
LOC105377568,0.9019478377356708
LOC105377572,0.8623592022088176
LOC105377609,0.8945380821016781
LOC105377621,0.872088931649391
LOC105377632,0.9023197439647648
LOC105377642,0.8896038278209599
LOC105377697,0.8890415836715191
LOC105377700,0.8829033857481557
LOC105377703,0.8863410425980682
LOC105377818,0.890756852854191
LOC105377860,0.8438437644855882
LOC105377861,0.8280892283798722
LOC105377862,0.8595436400676528
LOC105377865,0.8909624165452134
LOC105377871,0.8217583522244083
LOC105377876,0.8142204141246518
LOC105377899,0.8864166900578281
LOC105377901,0.8356594385320876
LOC105377911,0.9171866717661182
LOC105377918,0.9121350378837991
LOC105377929,0.8746438361301083
LOC105377945,0.8698591156580207
LOC105377959,0.905386205516309
LOC105377975,0.8241188799536657
LOC105377979,0.8904411333019464
LOC105377981,0.8541483797186481
LOC105377982,0.8791224037636127
LOC105377986,0.8759963888894237
LOC105377989,0.8775597591618962
LOC105378005,0.841274555676731
LOC105378008,0.9206357775214998
LOC105378027,0.8849230485157114
LOC105378031,0.8590223622989389
LOC105378061,0.8632941491613385
LOC105378071,0.8944319504854824
LOC105378093,0.8585704162791771
LOC105378120,0.8698770836632418
LOC105378126,0.8539970203102379
LOC105378147,0.8217689217012707
LOC105378178,0.8585758446513934
LOC105378189,0.9477725040286055
LOC105378218,0.9142849460256957
LOC105378268,0.9298808836802936
LOC105378305,0.8977499532442209
LOC105378308,0.8795427702722468
LOC105378314,0.8951530860335292
LOC105378334,0.858116565148066
LOC105378339,0.8331080603419394
LOC105378421,0.922623418734301
LOC105378425,0.8489576284542714
LOC105378448,0.8915877725992056
LOC105378477,0.7953980520387182
LOC105378486,0.8547208698705491
LOC105378512,0.8940274494720406
LOC105378515,0.9008904201269055
LOC105378516,0.8391432862845868
LOC105378519,0.8877060865820018
LOC105378531,0.8802509684787198
LOC105378657,0.8570450193040421
LOC105378685,0.9070479420351149
LOC105378687,0.8632971634470664
LOC105378691,0.8525157315864016
LOC105378701,0.8208991525753105
LOC105378715,0.9511270848971504
LOC105378763,0.856531131836516
LOC105378783,0.887514575821394
LOC105378785,0.8890686865774535
LOC105378796,0.928328799964097
LOC105378797,0.6517454430935256
LOC105378798,0.8553981671173931
LOC105378799,0.8730692293774953
LOC105378800,0.8015770707899007
LOC105378807,0.7885683745084915
LOC105378813,0.8489247785527492
LOC105378824,0.9338890165116451
LOC105378853,0.8951737242061767
LOC105378856,0.8712469707690986
LOC105378861,0.8399446986445678
LOC105378872,0.8198534429828115
LOC105378998,0.8975150571035675
LOC105379014,0.8475198613235102
LOC105379052,0.8324243059296986
LOC105379055,0.7831571566861416
LOC105379064,0.8886560930171846
LOC105379069,0.8535517134509264
LOC105379076,0.8791284027357649
LOC105379082,0.7654449809305153
LOC105379098,0.7276293832960589
LOC105379100,0.8566395184381046
LOC105379102,0.9121247372997239
LOC105379104,0.854561120185395
LOC105379107,0.9053320533767486
LOC105379109,0.7909301451528442
LOC105379110,0.8399281829269885
LOC105379132,0.8983799528835419
LOC105379137,0.842236970187625
LOC105379145,0.8669354487704171
LOC105379154,0.8733006035830125
LOC105379168,0.9147267809274999
LOC105379177,0.8887967046590604
LOC105379219,0.8722388443493009
LOC105379303,0.9272242525015654
LOC105379315,0.8934112639187182
LOC105379403,0.8623480166194963
LOC105379412,0.9100161848895033
LOC105379720,0.9030510844402442
LOC105379749,0.8981039005735663
LOC105379857,0.8780594645862703
LOC105747689,0.8887517397632019
LOC106660606,0.8705490920656442
LOC107983950,0.941083512187079
LOC107983953,0.8912703205974905
LOC107983962,0.8783707614372283
LOC107983971,0.8427274250696882
LOC107983974,0.8664681817572976
LOC107983976,0.9699696157822173
LOC107983979,0.8264865643394389
LOC107983981,0.8818683427953337
LOC107983984,0.8804963789986888
LOC107983998,0.9033397128809998
LOC107984002,0.8591972229144944
LOC107984023,0.8751864143160923
LOC107984035,0.8870510534483041
LOC107984041,0.8915891755141416
LOC107984079,0.9051445367248173
LOC107984104,0.8798320558354931
LOC107984117,0.8113168388694804
LOC107984125,0.9541468547251424
LOC107984128,0.853710523474911
LOC107984250,0.8719695584092015
LOC107984258,0.8915197647252505
LOC107984262,0.8668355111003828
LOC107984313,0.8606802740333083
LOC107984317,0.8965820721519743
LOC107984326,0.9002012485917381
LOC107984355,0.837533243810681
LOC107984361,0.8867353975009712
LOC107984376,0.9347306230348718
LOC107984384,0.8636012196287086
LOC107984390,0.9209635539309118
LOC107984402,0.9045351985486524
LOC107984416,0.9226527019342089
LOC107984421,0.8745889546628702
LOC107984427,0.9319947349603689
LOC107984428,0.8268606225761844
LOC107984449,0.8654770653133047
LOC107984459,0.9079056289456268
LOC107984461,0.8535015884210873
